Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance
85.73155558,0,85,700000000,map,0.012765523602987838,-0.0018575886704669967,0.0,0.0,0.0,8.560345123093127e-05,0.9999999963360245,"(0.2470653041573616, 0.0019165315976033225, 0.0, 0.0, 0.0, 0.0, 0.0019165315976033246, 0.24600273131249162, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06848905809146005)"
93.855396486,1,93,840000000,map,0.2170239490421979,-0.07124754918987027,0.0,0.0,0.0,-0.025966171871805218,0.9996628221146988,"(0.17934234023871454, -0.004290275642824859, 0.0, 0.0, 0.0, 0.0, -0.0042902756428248555, 0.09784309913261063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03814918612355644)"
97.69671558900001,2,97,680000000,map,0.6887008148379721,-0.08327715572704472,0.0,0.0,0.0,-0.022450142105442356,0.9997479637985993,"(0.2082787827942944, -0.0011468097468896113, 0.0, 0.0, 0.0, 0.0, -0.0011468097468896182, 0.028237709799940964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01752687215250865)"
100.076246328,3,100,60000000,map,1.1266428541892741,-0.09758492852373553,0.0,0.0,0.0,-0.015239035680347202,0.9998838791537411,"(0.23979088561330641, -0.0012973199533801577, 0.0, 0.0, 0.0, 0.0, -0.0012973199533801577, 0.01060178162120406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007562083027505466)"
102.627798461,4,102,620000000,map,1.6115874530365697,-0.11422375894688246,0.0,0.0,0.0,-0.017765239972998576,0.9998421856716698,"(0.29545102848231775, -0.00032468006152225337, 0.0, 0.0, 0.0, 0.0, -0.00032468006152225337, 0.00481339444722082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0034010484636025472)"
104.201667574,5,104,200000000,map,2.2038632381483603,-0.13737887184113098,0.0,0.0,0.0,-0.0226908136134038,0.9997425303434688,"(0.3472877896271349, -0.002861743663871541, 0.0, 0.0, 0.0, 0.0, -0.002861743663871541, 0.0038448551845720845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026030214293039813)"
106.378820584,6,106,380000000,map,2.928773102699706,-0.06677880474829821,0.0,0.0,0.0,0.2809685415960186,0.9597169784021778,"(0.3429943362282124, -0.003620262606539415, 0.0, 0.0, 0.0, 0.0, -0.0036202626065393873, 0.0032833273800695704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002452719768848852)"
108.395265818,7,108,400000000,map,3.62748665236623,0.19842101809051985,0.0,0.0,0.0,0.30026401726011587,0.9538561316775276,"(0.16378202450706247, -0.004539482510145687, 0.0, 0.0, 0.0, 0.0, -0.004539482510145687, 0.0036410471561070037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021155342418146105)"
110.774211778,8,110,780000000,map,3.9486732136979596,0.5999813936890944,0.0,0.0,0.0,0.6809520092123089,0.732328042034251,"(0.024648971815125265, -0.0009892228437951012, 0.0, 0.0, 0.0, 0.0, -0.0009892228437951012, 0.006723333720302149, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0035538989387122193)"
113.102074401,9,113,100000000,map,3.9466557310264294,1.012152861839363,0.0,0.0,0.0,0.6878273590700084,0.7258743170238067,"(0.007742376030719811, -0.0009494160963345877, 0.0, 0.0, 0.0, 0.0, -0.0009494160963345877, 0.008224028656199645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0028977120833465517)"
114.79598579,10,114,800000000,map,3.9817525583480817,1.4429845346767618,0.0,0.0,0.0,0.6788085256010825,0.7343153175382389,"(0.003956072454435855, -0.0012134765134756975, 0.0, 0.0, 0.0, 0.0, -0.0012134765134756975, 0.009153110049411772, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021416113413199604)"
116.579654079,11,116,580000000,map,3.9921462825051632,1.8779042278434082,0.0,0.0,0.0,0.7779045942516654,0.6283824012829703,"(0.003505411538682779, -0.001199987390509527, 0.0, 0.0, 0.0, 0.0, -0.001199987390508639, 0.009120159202894662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0017730681942689976)"
119.573257618,12,119,580000000,map,3.758828146571361,2.287667274332737,0.0,0.0,0.0,0.9135400546811665,0.40674877810895915,"(0.003912284828668788, -0.0010319619027612248, 0.0, 0.0, 0.0, 0.0, -0.0010319619027594484, 0.006879463642251338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019737617252657967)"
121.932246293,13,121,940000000,map,3.346382849981,2.5340002518535383,0.0,0.0,0.0,0.9556544661018243,0.2944903078534798,"(0.00498259267332557, -0.00025057403717809734, 0.0, 0.0, 0.0, 0.0, -0.00025057403717809734, 0.004532387181618525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0025243141308497197)"
124.201104558,14,124,200000000,map,2.9210701864546986,2.7404293932412305,0.0,0.0,0.0,0.9758111328642144,0.2186152624549772,"(0.004764074691040676, 0.0003256139312863837, 0.0, 0.0, 0.0, 0.0, 0.0003256139312863837, 0.0028310879388300236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00301421520750758)"
